# Supertokens for Korean (4299 total, sorted by frequency)

거나 거나 (2 atoms, 0 occurrences)
든 말든 (2 atoms, 0 occurrences)
진급을 하다 (2 atoms, 0 occurrences)
살이 찌다 (2 atoms, 0 occurrences)
습하든 건조하든 (2 atoms, 0 occurrences)
어느 때 든 (4 atoms, 0 occurrences)
텔레비전을보다 (3 atoms, 0 occurrences)
그래 가지고 (2 atoms, 0 occurrences)
말을 삼가다 (2 atoms, 0 occurrences)
많든 적든 (2 atoms, 0 occurrences)
부담을 주다 (3 atoms, 0 occurrences)
v-(으) ㄹ 수 있다 (8 atoms, 0 occurrences)
부도를 내다 (2 atoms, 0 occurrences)
인가를 받다 (2 atoms, 0 occurrences)
때를 맞추다 (2 atoms, 0 occurrences)
밥을 차리다 (2 atoms, 0 occurrences)
손님이든 주인이든 (2 atoms, 0 occurrences)
얼굴이 얇다 (2 atoms, 0 occurrences)
젖을 먹이다 (2 atoms, 0 occurrences)
승인을 받다 (3 atoms, 0 occurrences)
보다 나쁘게 (2 atoms, 0 occurrences)
자리를 차지하다 (2 atoms, 0 occurrences)
정리해서 말하면 (2 atoms, 0 occurrences)
이것 마저도 (4 atoms, 0 occurrences)
절대 아니다 (2 atoms, 0 occurrences)
그것 조차도 (4 atoms, 0 occurrences)
숟가락을 들다 (2 atoms, 0 occurrences)
책임을 묻다 (2 atoms, 0 occurrences)
연애를 하다 (3 atoms, 0 occurrences)
거짓말이 들통나다 (2 atoms, 0 occurrences)
나중에보다 (3 atoms, 0 occurrences)
약간 빨리 (2 atoms, 0 occurrences)
사랑이 식다 (2 atoms, 0 occurrences)
물건을 포장하다 (2 atoms, 0 occurrences)
선물을 받다 (2 atoms, 0 occurrences)
요약해서 말하면 (2 atoms, 0 occurrences)
변상을 받다 (3 atoms, 0 occurrences)
꿈을 접다 (2 atoms, 0 occurrences)
연금을 받다 (2 atoms, 0 occurrences)
운이 좋다 (2 atoms, 0 occurrences)
땀이 나다 (2 atoms, 0 occurrences)
컴퓨터를 켜다 (3 atoms, 0 occurrences)
옆에 두다 (2 atoms, 0 occurrences)
다른 말 (2 atoms, 0 occurrences)
전화가 가다 (2 atoms, 0 occurrences)
키가 크다 (3 atoms, 0 occurrences)
이리 오다 (2 atoms, 0 occurrences)
계산을 부탁하다 (3 atoms, 0 occurrences)
이상한 소리 (2 atoms, 0 occurrences)
기억이 안 나다 (3 atoms, 0 occurrences)
잘못을 하다 (2 atoms, 0 occurrences)
수영을 하다 (2 atoms, 0 occurrences)
이익을보다 (3 atoms, 0 occurrences)
상을 차리다 (2 atoms, 0 occurrences)
어른이든 아이든 (2 atoms, 0 occurrences)
흑자가 나다 (2 atoms, 0 occurrences)
정신이 들다 (2 atoms, 0 occurrences)
그 언제나 (2 atoms, 0 occurrences)
말이 나온 김에 (3 atoms, 0 occurrences)
집에 가다 (2 atoms, 0 occurrences)
이런 때 (2 atoms, 0 occurrences)
눈에 거슬리다 (2 atoms, 0 occurrences)
사진을 현상하다 (2 atoms, 0 occurrences)
이사를 가다 (3 atoms, 0 occurrences)
좋든 나쁘든 (2 atoms, 0 occurrences)
귀를 파다 (2 atoms, 0 occurrences)
있다 + 잖아 (3 atoms, 0 occurrences)
정이 많다 (2 atoms, 0 occurrences)
어디 고 (3 atoms, 0 occurrences)
좀 좋게 (2 atoms, 0 occurrences)
연봉을 올리다 (2 atoms, 0 occurrences)
인사를 하다 (3 atoms, 0 occurrences)
닮았든 안 닮았든 (3 atoms, 0 occurrences)
손을 맞잡다 (2 atoms, 0 occurrences)
내기에서 이기다 (2 atoms, 0 occurrences)
형을 선고받다 (2 atoms, 0 occurrences)
손해를 입다 (2 atoms, 0 occurrences)
잊고 지내다 (2 atoms, 0 occurrences)
질투를 하다 (2 atoms, 0 occurrences)
시간을 때우다 (2 atoms, 0 occurrences)
책임을 전가하다 (2 atoms, 0 occurrences)
는 중에 (3 atoms, 0 occurrences)
어떻든 간에 (2 atoms, 0 occurrences)
ㄹ 모양이다 (2 atoms, 0 occurrences)
계약서를 쓰다 (3 atoms, 0 occurrences)
훨씬 가끔 (2 atoms, 0 occurrences)
꾸중을 하다 (2 atoms, 0 occurrences)
병가를 내다 (2 atoms, 0 occurrences)
선거 운동을 하다 (3 atoms, 0 occurrences)
어깨를 늘어뜨리다 (2 atoms, 0 occurrences)
밤을 새다 (2 atoms, 0 occurrences)
다른 장소 (2 atoms, 0 occurrences)
또 한편 (2 atoms, 0 occurrences)
손을 쓰다 (2 atoms, 0 occurrences)
같은 날 (2 atoms, 0 occurrences)
세일을 하다 (2 atoms, 0 occurrences)
오다 + 있다 (3 atoms, 0 occurrences)
잠을 자다 (2 atoms, 0 occurrences)
문을 두드리다 (2 atoms, 0 occurrences)
을 수 있다 (3 atoms, 0 occurrences)
몇 일 쯤 (4 atoms, 0 occurrences)
계약을 하다 (3 atoms, 0 occurrences)
주먹을 불끈 쥐다 (3 atoms, 0 occurrences)
샘이 나다 (2 atoms, 0 occurrences)
이쪽이든 저쪽이든 (2 atoms, 0 occurrences)
환불을 하다 (2 atoms, 0 occurrences)
술을 마시다 (2 atoms, 0 occurrences)
오빠든 남동생이든 (2 atoms, 0 occurrences)
참든 안 참든 (3 atoms, 0 occurrences)
감이 오다 (3 atoms, 0 occurrences)
앞으로는 (3 atoms, 0 occurrences)
의존을 하다 (3 atoms, 0 occurrences)
결실을 맺다 (2 atoms, 0 occurrences)
그림을 그리다 (2 atoms, 0 occurrences)
국경을 넘다 (2 atoms, 0 occurrences)
어 가다 (2 atoms, 0 occurrences)
인연이 끊기다 (2 atoms, 0 occurrences)
기가 막히다 (3 atoms, 0 occurrences)
-(으) ㄹ 것이다 (7 atoms, 0 occurrences)
결과를 내다 (2 atoms, 0 occurrences)
어느 만큼 (2 atoms, 0 occurrences)
시험을보다 (3 atoms, 0 occurrences)
제 말은 (2 atoms, 0 occurrences)
예의를 차리다 (2 atoms, 0 occurrences)
게 하다 (2 atoms, 0 occurrences)
부담을 지다 (2 atoms, 0 occurrences)
특별하든 평범하든 (2 atoms, 0 occurrences)
검색을 하다 (2 atoms, 0 occurrences)
직장을 구하다 (2 atoms, 0 occurrences)
지 싶다 (2 atoms, 0 occurrences)
몸을 웅크리다 (2 atoms, 0 occurrences)
나나 (3 atoms, 0 occurrences)
가방을 들다 (2 atoms, 0 occurrences)
가슴에 품다 (2 atoms, 0 occurrences)
ㄹ 것 같다 (3 atoms, 0 occurrences)
화재가 나다 (2 atoms, 0 occurrences)
의할 때 (2 atoms, 0 occurrences)
고향을 떠나다 (2 atoms, 0 occurrences)
용돈을 타다 (2 atoms, 0 occurrences)
때를 놓치다 (2 atoms, 0 occurrences)
바로나 (3 atoms, 0 occurrences)
무섭든 안 무섭든 (3 atoms, 0 occurrences)
위기를 맞다 (2 atoms, 0 occurrences)
돈을 환전하다 (2 atoms, 0 occurrences)
회의를 주재하다 (2 atoms, 0 occurrences)
-(으) ㄹ 거예요 (7 atoms, 0 occurrences)
대부분은 (2 atoms, 0 occurrences)
그럴 일 없다 (3 atoms, 0 occurrences)
교통사고가 나다 (3 atoms, 0 occurrences)
피가 나다 (3 atoms, 0 occurrences)
뭘 그러다 (2 atoms, 0 occurrences)
머리를 쓰다 (2 atoms, 0 occurrences)
기회를 주다 (2 atoms, 0 occurrences)
임금을 삭감하다 (2 atoms, 0 occurrences)
자리가 비다 (2 atoms, 0 occurrences)
기 싫다 (2 atoms, 0 occurrences)
물건을 주다 (2 atoms, 0 occurrences)
해야 하다 (2 atoms, 0 occurrences)
산책을 나가다 (2 atoms, 0 occurrences)
조깅을 하다 (2 atoms, 0 occurrences)
가게를 열다 (2 atoms, 0 occurrences)
애가 타다 (2 atoms, 0 occurrences)
병이 걸리다 (2 atoms, 0 occurrences)
가든 말든 (2 atoms, 0 occurrences)
배가 부르다 (3 atoms, 0 occurrences)
다리를 꼬다 (2 atoms, 0 occurrences)
가 아니고 (2 atoms, 0 occurrences)
자세하게 말하면 (2 atoms, 0 occurrences)
몸이 근질거리다 (2 atoms, 0 occurrences)
말을 듣다 (2 atoms, 0 occurrences)
영화관에 가다 (2 atoms, 0 occurrences)
용기를 주다 (2 atoms, 0 occurrences)
원칙을 지키다 (2 atoms, 0 occurrences)
이민을 오다 (2 atoms, 0 occurrences)
날을 받다 (2 atoms, 0 occurrences)
화를 내다 (2 atoms, 0 occurrences)
밤을 새우다 (2 atoms, 0 occurrences)
이건 아니야 (2 atoms, 0 occurrences)
몸을 펴다 (2 atoms, 0 occurrences)
생명을 구하다 (2 atoms, 0 occurrences)
출국을 하다 (2 atoms, 0 occurrences)
차를 운전하다 (2 atoms, 0 occurrences)
오지 말다 (2 atoms, 0 occurrences)
어느 정도까지 (2 atoms, 0 occurrences)
어쨌든 간에 (2 atoms, 0 occurrences)
신용을 잃다 (2 atoms, 0 occurrences)
아니 제발 (2 atoms, 0 occurrences)
기 때문에 (2 atoms, 0 occurrences)
세금을 내다 (2 atoms, 0 occurrences)
필요할 때 (2 atoms, 0 occurrences)
ㄹ 테야 (2 atoms, 0 occurrences)
소송을 걸다 (2 atoms, 0 occurrences)
용돈을 주다 (2 atoms, 0 occurrences)
의견을 말하다 (3 atoms, 0 occurrences)
감옥에서 나오다 (2 atoms, 0 occurrences)
ㄴ지도 (2 atoms, 0 occurrences)
집을 팔다 (2 atoms, 0 occurrences)
아들이든 딸이든 (2 atoms, 0 occurrences)
면 될수록 (2 atoms, 0 occurrences)
은 김에 (2 atoms, 0 occurrences)
욕을 먹다 (2 atoms, 0 occurrences)
바로이 (3 atoms, 0 occurrences)
다른 경우 (2 atoms, 0 occurrences)
날이 밝다 (2 atoms, 0 occurrences)
머리를 쓰다듬다 (2 atoms, 0 occurrences)
해가 지다 (3 atoms, 0 occurrences)
나 고 (3 atoms, 0 occurrences)
동양이든 서양이든 (2 atoms, 0 occurrences)
손을 대다 (2 atoms, 0 occurrences)
손을 놓다 (2 atoms, 0 occurrences)
같은 장소 (2 atoms, 0 occurrences)
미움을 받다 (2 atoms, 0 occurrences)
정신을 차리다 (2 atoms, 0 occurrences)
야구를 하다 (3 atoms, 0 occurrences)
것이 아니다 (2 atoms, 0 occurrences)
부동산을 팔다 (2 atoms, 0 occurrences)
목이 타다 (2 atoms, 0 occurrences)
권리를 주장하다 (2 atoms, 0 occurrences)
머리를 감다 (2 atoms, 0 occurrences)
는 커녕 (2 atoms, 0 occurrences)
혼자 살다 (2 atoms, 0 occurrences)
내기를 하다 (3 atoms, 0 occurrences)
어야 되다 (2 atoms, 0 occurrences)
부담을 느끼다 (2 atoms, 0 occurrences)
ㄹ 뻔했다 (2 atoms, 0 occurrences)
보너스를 타다 (2 atoms, 0 occurrences)
가능하든 불가능하든 (2 atoms, 0 occurrences)
그런 마음을 (2 atoms, 0 occurrences)
달리 말하면 (2 atoms, 0 occurrences)
신나든 따분하든 (2 atoms, 0 occurrences)
등에 업히다 (2 atoms, 0 occurrences)
좋아 좋아 (2 atoms, 0 occurrences)
욕심을 내다 (2 atoms, 0 occurrences)
성적이 오르다 (2 atoms, 0 occurrences)
급여를 수령하다 (2 atoms, 0 occurrences)
총체적으로 보면 (2 atoms, 0 occurrences)
결정하든 안 하든 (3 atoms, 0 occurrences)
속이 타다 (2 atoms, 0 occurrences)
헬스장에 가다 (2 atoms, 0 occurrences)
그렇게 알다 (2 atoms, 0 occurrences)
직장을 그만두다 (2 atoms, 0 occurrences)
을 듯하다 (2 atoms, 0 occurrences)
내기에서 지다 (2 atoms, 0 occurrences)
눈을 감다 (2 atoms, 0 occurrences)
모두같이 (3 atoms, 0 occurrences)
잡지를 읽다 (3 atoms, 0 occurrences)
편지를 쓰다 (3 atoms, 0 occurrences)
의견이 갈리다 (2 atoms, 0 occurrences)
이해가 안 되다 (3 atoms, 0 occurrences)
이상 없다 (2 atoms, 0 occurrences)
넋을 놓다 (2 atoms, 0 occurrences)
가까이든 멀리든 (2 atoms, 0 occurrences)
일을 시작하다 (2 atoms, 0 occurrences)
편지를 보내다 (3 atoms, 0 occurrences)
저런 일이 (3 atoms, 0 occurrences)
몸을 비틀다 (2 atoms, 0 occurrences)
버티고 있다 (2 atoms, 0 occurrences)
이 시간 (2 atoms, 0 occurrences)
웃음을 자아내다 (2 atoms, 0 occurrences)
어떻게 하든지 (2 atoms, 0 occurrences)
그때부터 (2 atoms, 0 occurrences)
좀 천천히 (2 atoms, 0 occurrences)
너 말이야 (2 atoms, 0 occurrences)
도 안 (2 atoms, 0 occurrences)
호텔을 예약하다 (2 atoms, 0 occurrences)
물건을 구경하다 (2 atoms, 0 occurrences)
좀 전 (2 atoms, 0 occurrences)
몸이 달다 (2 atoms, 0 occurrences)
기억을 못하다 (2 atoms, 0 occurrences)
일손이 부족하다 (2 atoms, 0 occurrences)
외우든 안 외우든 (3 atoms, 0 occurrences)
지 않는 한 (3 atoms, 0 occurrences)
에 있어 (2 atoms, 0 occurrences)
또 한 가지는 (3 atoms, 0 occurrences)
커피를 내리다 (2 atoms, 0 occurrences)
가게를 접다 (2 atoms, 0 occurrences)
지하철을 갈아타다 (2 atoms, 0 occurrences)
희망을 갖다 (2 atoms, 0 occurrences)
회사를 세우다 (2 atoms, 0 occurrences)
ㄴ 중에 (3 atoms, 0 occurrences)
친구든 적이든 (2 atoms, 0 occurrences)
여권을 만들다 (2 atoms, 0 occurrences)
자유를 얻다 (2 atoms, 0 occurrences)
사랑하든 안 하든 (3 atoms, 0 occurrences)
따뜻하든 차갑든 (2 atoms, 0 occurrences)
말을 트다 (2 atoms, 0 occurrences)
를 위해서 (2 atoms, 0 occurrences)
설명을 하다 (2 atoms, 0 occurrences)
수술을 받다 (2 atoms, 0 occurrences)
프러포즈를 받다 (2 atoms, 0 occurrences)
반찬을 하다 (2 atoms, 0 occurrences)
그런 방법으로 (2 atoms, 0 occurrences)
물을 들이다 (3 atoms, 0 occurrences)
v-(으) ㄹ 거야 (7 atoms, 0 occurrences)
약속을 취소하다 (2 atoms, 0 occurrences)
보상을 하다 (2 atoms, 0 occurrences)
도시든 시골이든 (2 atoms, 0 occurrences)
추우든 덥든 (2 atoms, 0 occurrences)
잠깐 잠깐 (2 atoms, 0 occurrences)
그 사이에 (3 atoms, 0 occurrences)
코가 높다 (2 atoms, 0 occurrences)
잠을 못 자다 (3 atoms, 0 occurrences)
성과를 거두다 (2 atoms, 0 occurrences)
공부를 하다 (2 atoms, 0 occurrences)
아 버리다 (2 atoms, 0 occurrences)
장애물을 만나다 (3 atoms, 0 occurrences)
꼭 맞아 (2 atoms, 0 occurrences)
잘생겼든 못생겼든 (2 atoms, 0 occurrences)
예감이 나쁘다 (2 atoms, 0 occurrences)
말 들려 (2 atoms, 0 occurrences)
이런 일을 (2 atoms, 0 occurrences)
차를 세우다 (2 atoms, 0 occurrences)
자립을 하다 (3 atoms, 0 occurrences)
용돈을 받다 (3 atoms, 0 occurrences)
가 아니라 (2 atoms, 0 occurrences)
로 말미암아 (2 atoms, 0 occurrences)
위기를 극복하다 (2 atoms, 0 occurrences)
을 만하다 (2 atoms, 0 occurrences)
연금을 타다 (2 atoms, 0 occurrences)
주식이 떨어지다 (2 atoms, 0 occurrences)
통화가 안 되다 (3 atoms, 0 occurrences)
에 지나지 않다 (3 atoms, 0 occurrences)
같은 경우 (2 atoms, 0 occurrences)
나가다 주다 (2 atoms, 0 occurrences)
손을 빌리다 (2 atoms, 0 occurrences)
속이 썩다 (2 atoms, 0 occurrences)
ㄴ 한 (2 atoms, 0 occurrences)
허리가 끊어지다 (2 atoms, 0 occurrences)
보람이 있다 (2 atoms, 0 occurrences)
미소를 띠다 (3 atoms, 0 occurrences)
돈을 지불하다 (2 atoms, 0 occurrences)
낯을 가리다 (2 atoms, 0 occurrences)
ㄴ 통에 (2 atoms, 0 occurrences)
려고 하다 (2 atoms, 0 occurrences)
아무런 일도 (2 atoms, 0 occurrences)
장갑을 끼다 (2 atoms, 0 occurrences)
차를 팔다 (2 atoms, 0 occurrences)
이곳저곳으로 (2 atoms, 0 occurrences)
반대를 하다 (3 atoms, 0 occurrences)
같은 사람 (2 atoms, 0 occurrences)
야근을 하다 (2 atoms, 0 occurrences)
만남을 갖다 (2 atoms, 0 occurrences)
출산을 하다 (3 atoms, 0 occurrences)
생각이 짧다 (2 atoms, 0 occurrences)
학교에 입학하다 (2 atoms, 0 occurrences)
주사를 맞다 (3 atoms, 0 occurrences)
기준에 맞추다 (2 atoms, 0 occurrences)
고 말고 (2 atoms, 0 occurrences)
없다 + 게 아니다 (4 atoms, 0 occurrences)
아 이런 (2 atoms, 0 occurrences)
이제 못 먹다 (3 atoms, 0 occurrences)
가족이든 남이든 (2 atoms, 0 occurrences)
어떤 때는 (2 atoms, 0 occurrences)
빚쟁이가 되다 (2 atoms, 0 occurrences)
기분이 상하다 (2 atoms, 0 occurrences)
줄여 말하면 (2 atoms, 0 occurrences)
술을 먹다 (2 atoms, 0 occurrences)
집에 돌아가다 (2 atoms, 0 occurrences)
손사래를 치다 (2 atoms, 0 occurrences)
들어보다 (3 atoms, 0 occurrences)
기는 해도 (2 atoms, 0 occurrences)
선물을 주다 (2 atoms, 0 occurrences)
대부분의 (2 atoms, 0 occurrences)
고 있다 (2 atoms, 0 occurrences)
가격을 물어보다 (2 atoms, 0 occurrences)
좀 나쁘게 (2 atoms, 0 occurrences)
가 아니면 (2 atoms, 0 occurrences)
마음에 없다 (2 atoms, 0 occurrences)
아픔을 겪다 (2 atoms, 0 occurrences)
음악을 끄다 (2 atoms, 0 occurrences)
밥을 짓다 (2 atoms, 0 occurrences)
커피를 마시다 (2 atoms, 0 occurrences)
손이 가다 (2 atoms, 0 occurrences)
어느 정도 (2 atoms, 0 occurrences)
완전 그렇지 (2 atoms, 0 occurrences)
별다른 거 (2 atoms, 0 occurrences)
애를 쓰다 (2 atoms, 0 occurrences)
그런 분 (2 atoms, 0 occurrences)
약간 작게 (2 atoms, 0 occurrences)
를 통해 (2 atoms, 0 occurrences)
학교를 다니다 (2 atoms, 0 occurrences)
술잔을 채우다 (2 atoms, 0 occurrences)
온통 다 (2 atoms, 0 occurrences)
립스틱을 바르다 (2 atoms, 0 occurrences)
몇 살이나 (2 atoms, 0 occurrences)
수저를 놓다 (2 atoms, 0 occurrences)
배드민턴을 치다 (2 atoms, 0 occurrences)
무릎에 앉다 (2 atoms, 0 occurrences)
여기저기로 (2 atoms, 0 occurrences)
ㄹ까 싶다 (2 atoms, 0 occurrences)
좀 할 수 (3 atoms, 0 occurrences)
깨든 안 깨든 (3 atoms, 0 occurrences)
때가 되다 (2 atoms, 0 occurrences)
관심을 보이다 (2 atoms, 0 occurrences)
좀 빌려 (2 atoms, 0 occurrences)
생각이 깊다 (2 atoms, 0 occurrences)
얼마 후 (2 atoms, 0 occurrences)
을 만큼 (2 atoms, 0 occurrences)
당연히 그렇지 (2 atoms, 0 occurrences)
ㄴ 적이 있다 (3 atoms, 0 occurrences)
봉급을 받다 (2 atoms, 0 occurrences)
고생을 하다 (2 atoms, 0 occurrences)
나이가 차다 (2 atoms, 0 occurrences)
무릎을 치다 (2 atoms, 0 occurrences)
마음의 상처를 받다 (3 atoms, 0 occurrences)
추돌사고가 나다 (3 atoms, 0 occurrences)
할아버지든 할머니든 (2 atoms, 0 occurrences)
다른 방식 (2 atoms, 0 occurrences)
발가락을 꼼지락거리다 (2 atoms, 0 occurrences)
좀처럼 안 (2 atoms, 0 occurrences)
질문을 받다 (2 atoms, 0 occurrences)
마음에와 닿다 (4 atoms, 0 occurrences)
혼이 나다 (2 atoms, 0 occurrences)
보다 많이 (2 atoms, 0 occurrences)
알아듣든 못 알아듣든 (3 atoms, 0 occurrences)
세상에 세상에 (2 atoms, 0 occurrences)
발이 넓다 (2 atoms, 0 occurrences)
문자를 받다 (3 atoms, 0 occurrences)
해답을 찾다 (2 atoms, 0 occurrences)
을 거쳐 (2 atoms, 0 occurrences)
잠에서 깨다 (2 atoms, 0 occurrences)
주먹을 쥐다 (2 atoms, 0 occurrences)
공항에 가다 (2 atoms, 0 occurrences)
시련을 극복하다 (3 atoms, 0 occurrences)
반찬을 만들다 (2 atoms, 0 occurrences)
별다른 건 (2 atoms, 0 occurrences)
팔자가 사납다 (2 atoms, 0 occurrences)
이런 경우 (2 atoms, 0 occurrences)
이것 조차도 (4 atoms, 0 occurrences)
정을 주다 (3 atoms, 0 occurrences)
결론부터 말하면 (2 atoms, 0 occurrences)
정신을 잃다 (2 atoms, 0 occurrences)
문제가 되다 (2 atoms, 0 occurrences)
방금 막 (2 atoms, 0 occurrences)
판결을 받다 (2 atoms, 0 occurrences)
시집을 가다 (2 atoms, 0 occurrences)
훨씬 좋게 (2 atoms, 0 occurrences)
을 때마다 (2 atoms, 0 occurrences)
낯이 두껍다 (2 atoms, 0 occurrences)
일을 그르치다 (2 atoms, 0 occurrences)
머리를 기르다 (2 atoms, 0 occurrences)
국물을 마시다 (2 atoms, 0 occurrences)
밥을 먹다 (2 atoms, 0 occurrences)
결정을 내리다 (3 atoms, 0 occurrences)
원칙을 세우다 (2 atoms, 0 occurrences)
땅을 팔다 (2 atoms, 0 occurrences)
이 아니라 (2 atoms, 0 occurrences)
헬스를 하다 (3 atoms, 0 occurrences)
장사를 시작하다 (2 atoms, 0 occurrences)
그런 방식으로 (2 atoms, 0 occurrences)
눈물을 삼키다 (3 atoms, 0 occurrences)
정도로 (2 atoms, 0 occurrences)
재판을 하다 (2 atoms, 0 occurrences)
결과가 나오다 (2 atoms, 0 occurrences)
ㄹ지도 모르다 (2 atoms, 0 occurrences)
공과금을 내다 (3 atoms, 0 occurrences)
투자를 하다 (2 atoms, 0 occurrences)
화가 나다 (2 atoms, 0 occurrences)
타지 생활을 하다 (3 atoms, 0 occurrences)
데이트 신청을 하다 (3 atoms, 0 occurrences)
불운을 겪다 (3 atoms, 0 occurrences)
잠깐 사이 (2 atoms, 0 occurrences)
머리가 나쁘다 (2 atoms, 0 occurrences)
마음에 들다 (2 atoms, 0 occurrences)
눈속임을 하다 (2 atoms, 0 occurrences)
불을 켜다 (2 atoms, 0 occurrences)
신든 안 신든 (3 atoms, 0 occurrences)
고르든 안 고르든 (3 atoms, 0 occurrences)
말을 못 알아듣다 (3 atoms, 0 occurrences)
대체로는 (2 atoms, 0 occurrences)
계약을 파기하다 (3 atoms, 0 occurrences)
그런 기분 (2 atoms, 0 occurrences)
부자든 가난하든 (2 atoms, 0 occurrences)
특별히 더 (2 atoms, 0 occurrences)
아무것도 아니다 (2 atoms, 0 occurrences)
신문을보다 (3 atoms, 0 occurrences)
선택하든 안 하든 (3 atoms, 0 occurrences)
침을 삼키다 (2 atoms, 0 occurrences)
ㄹ 뿐이다 (2 atoms, 0 occurrences)
대답을 듣다 (2 atoms, 0 occurrences)
아무이나 (3 atoms, 0 occurrences)
말이 안 되다 (3 atoms, 0 occurrences)
몸을 기대다 (2 atoms, 0 occurrences)
오른쪽이든 왼쪽이든 (2 atoms, 0 occurrences)
뒤를보다 (3 atoms, 0 occurrences)
추억을 만들다 (2 atoms, 0 occurrences)
저런 방법으로 (2 atoms, 0 occurrences)
일을 끝내다 (2 atoms, 0 occurrences)
그런 상황 (2 atoms, 0 occurrences)
을 것 같다 (3 atoms, 0 occurrences)
귀엽든 안 귀엽든 (3 atoms, 0 occurrences)
허리를 펴다 (2 atoms, 0 occurrences)
입술을 깨물다 (2 atoms, 0 occurrences)
말이 많다 (2 atoms, 0 occurrences)
밥을 비비다 (2 atoms, 0 occurrences)
퇴학을 당하다 (2 atoms, 0 occurrences)
을 때 (2 atoms, 0 occurrences)
어느 때에 (2 atoms, 0 occurrences)
일을 벌이다 (2 atoms, 0 occurrences)
노래를 하다 (2 atoms, 0 occurrences)
그런 이야기 (2 atoms, 0 occurrences)
을 줄 모르다 (3 atoms, 0 occurrences)
멋있든 없든 (2 atoms, 0 occurrences)
길을 잃다 (2 atoms, 0 occurrences)
예감이 좋다 (2 atoms, 0 occurrences)
다시 말하면 (2 atoms, 0 occurrences)
어보다 (3 atoms, 0 occurrences)
빠르든 느리든 (2 atoms, 0 occurrences)
귀가 얇다 (3 atoms, 0 occurrences)
숨을 죽이다 (2 atoms, 0 occurrences)
에이, 무슨 (3 atoms, 0 occurrences)
버티든 못 버티든 (3 atoms, 0 occurrences)
소리 내어 웃다 (3 atoms, 0 occurrences)
누구 에게나 (4 atoms, 0 occurrences)
주문을 하다 (2 atoms, 0 occurrences)
그럴 시간이 없다 (3 atoms, 0 occurrences)
의무를 다하다 (2 atoms, 0 occurrences)
그럴 줄 알다 (3 atoms, 0 occurrences)
v-(으) ㄹ 수도 있다 (9 atoms, 0 occurrences)
신혼여행을 가다 (2 atoms, 0 occurrences)
불을 끄다 (2 atoms, 0 occurrences)
차를 빌리다 (2 atoms, 0 occurrences)
대부분이 (2 atoms, 0 occurrences)
좋든 싫든 (2 atoms, 0 occurrences)
같은 방식 (2 atoms, 0 occurrences)
하다 + (ㄴ/는) 거야 (6 atoms, 0 occurrences)
좀 적게 (2 atoms, 0 occurrences)
두렵든 안 두렵든 (3 atoms, 0 occurrences)
로 인해 (2 atoms, 0 occurrences)
112에 신고하다 (2 atoms, 0 occurrences)
손을 내밀다 (2 atoms, 0 occurrences)
행운이 따르다 (3 atoms, 0 occurrences)
거의 항상 (2 atoms, 0 occurrences)
손을 떼다 (2 atoms, 0 occurrences)
한숨도 못 자다 (3 atoms, 0 occurrences)
발표를 듣다 (2 atoms, 0 occurrences)
갖가지로 (2 atoms, 0 occurrences)
술을 따르다 (2 atoms, 0 occurrences)
그 찰나 (2 atoms, 0 occurrences)
혼이 나가다 (2 atoms, 0 occurrences)
달라지든 안 달라지든 (3 atoms, 0 occurrences)
진실을 말하다 (2 atoms, 0 occurrences)
가 안 돼 (3 atoms, 0 occurrences)
ㄹ 텐데 (2 atoms, 0 occurrences)
때로는 (2 atoms, 0 occurrences)
감을 잡다 (2 atoms, 0 occurrences)
가슴이 막히다 (2 atoms, 0 occurrences)
자리를 뜨다 (2 atoms, 0 occurrences)
이자를 내다 (2 atoms, 0 occurrences)
감옥에 가다 (2 atoms, 0 occurrences)
밥을 굶다 (2 atoms, 0 occurrences)
찬스를 잡다 (3 atoms, 0 occurrences)
건물을 팔다 (3 atoms, 0 occurrences)
아파트를 팔다 (3 atoms, 0 occurrences)
규칙을 어기다 (2 atoms, 0 occurrences)
빚을 갚다 (2 atoms, 0 occurrences)
버티고 서다 (2 atoms, 0 occurrences)
미래든 현재든 (2 atoms, 0 occurrences)
판단이 흐리다 (2 atoms, 0 occurrences)
별다른 것 (2 atoms, 0 occurrences)
열어보다 (3 atoms, 0 occurrences)
팁을 주다 (2 atoms, 0 occurrences)
가슴이 답답하다 (2 atoms, 0 occurrences)
약속을 어기다 (2 atoms, 0 occurrences)
등록금을 내다 (2 atoms, 0 occurrences)
달리 생각하면 (2 atoms, 0 occurrences)
희망을 품다 (2 atoms, 0 occurrences)
뜬눈으로 밤을 새다 (3 atoms, 0 occurrences)
물을 마시다 (3 atoms, 0 occurrences)
중요하든 안 중요하든 (3 atoms, 0 occurrences)
온 힘을 다하다 (3 atoms, 0 occurrences)
짐을 옮기다 (3 atoms, 0 occurrences)
혼신의 힘을 다하다 (3 atoms, 0 occurrences)
고발을 하다 (2 atoms, 0 occurrences)
사업을 시작하다 (2 atoms, 0 occurrences)
버스를 갈아타다 (3 atoms, 0 occurrences)
그건 아니다 (2 atoms, 0 occurrences)
입에 올리다 (2 atoms, 0 occurrences)
회의에 참석하다 (2 atoms, 0 occurrences)
더는 (2 atoms, 0 occurrences)
웃음이 나다 (2 atoms, 0 occurrences)
법을 어기다 (2 atoms, 0 occurrences)
과태료를 내다 (2 atoms, 0 occurrences)
교통사고를 당하다 (2 atoms, 0 occurrences)
