ABC순	ABC	순
지하철	지하	철
지하철도	지하	철도
지향하다	지향	하다
지헐하다	지헐	하다
지혜로운	지혜롭다	ㄴ
지혜로움	지혜롭다	ㅁ
지혜롭다	지혜	롭다
직계 존속	직계	존속
직계가족	직계	가족
직계비속	직계	비속
직장세대	직장	세대
직접 화법	직접	화법
직접벌차기	직접	벌	차기
직접치기	직접	치기
진격하다	진격	하다
진공관	진공	관
진공청소기	진공	청소기
진군하다	진군	하다
진귀하다	진귀	하다
진급하다	진급	하다
진노하다	진노	하다
진눈깨비	진	눈	깨	비
진단하다	진단	하다
진달래	진	달래
진돗개	진도	ㅅ	개
진동하다	진동	하다
진득거리다	진득	거리다
진득대다	진득	대다
진들딸기	진들	딸기
진력하다	진력	하다
진료소	진료	소
진료하다	진료	하다
진루하다	진루	하다
진맥하다	진맥	하다
진면모	진	면모
진면목	진	면목
진보라	진	보라
진보적	진보	적
진보하다	진보	하다
진부하다	진부	하다
진분수	진	분수
진상하다	진상	하다
진솔하다	진솔	하다
진술하다	진술	하다
진실성	진실	성
진실하다	진실	하다
진압하다	진압	하다
진열하다	진열	하다
진입하다	진입	하다
진전병	진전	병
진전하다	진전	하다
진정하다	진정	하다
진주조개	진주	조개
진주하다	진주	하다
진짜	진	짜
진찰하다	진찰	하다
진척하다	진척	하다
진출하다	진출	하다
진취적	진취	적
진통제	진통	제
진퍼리꽃나무	진퍼리	꽃	나무
진하다	진	하다
진학하다	진학	하다
진한	진	한
진행하다	진행	하다
진혼곡	진혼	곡
진화론	진화	론
진화설	진화	설
진화적	한자 進化的. < 진화	적
진화하다	진화	하다
진흙	진	흙
질겅거리다	질겅	거리다
질겅대다	질겅	대다
질그릇	질	그릇
질근거리다	질근	거리다
질근대다	질근	대다
질긴	질기다	ㄴ
질김	질기다	ㅁ
질량 보존의 법칙	질량	보존	의	법칙
질름거리다	질름	거리다
질문하다	질문	하다
질버덕거리다	질버덕	거리다
질버덕대다	질버덕	대다
질벅거리다	질벅	거리다
질벅대다	질벅	대다
질병	질	병
질색하다	질색	하다
질시하다	질시	하다
질식하다	질식	하다.
질쑥하다	질쑥	하다
질의하다	질의	하다
질입구주름	질	입구	주름
질주하다	질주	하다
질책하다	질책	하다
질타하다	질타	하다
질탕거리다	질탕	거리다
질탕대다	질탕	대다
질투심	질투	심
질투하다	질투	하다
짐	지	ㅁ
짐작하다	짐작	하다
집개	집	개
집게	중세 한국어 집다	게
집게고리 화합물	집게고리	화합물
집게손가락	집게	손가락
집계하다	집계	하다
집고양이	집	고양이
집괭이	집	괭이
집단적	집단	적
집단주의	집단	주의
집들	집	들
집들이	집	들이
집들이하다	집들이	하다
집무하다	집무	하다
집박쥐	집	박쥐
집밥	집	밥
집배원	집배	원
집비둘기	집	비둘기
집사람	집	사람
집안일	집안	일
집알이	집	알이
집오리	집	오리
집요하다	집요	하다
집적거리다	집적	거리다
집적대다	집적	대다
집전장치	집	전	장치
집주인	집	주인
집중난방	집중	난방
집중적	집중	적
집중하다	집중	하다
집중호우	집중	호우
집쥐	집	쥐
집집	집	집
집집이	집집	이
집총하다	집총	하다
집터	집	터
집토끼	집	토끼
집파리	집	파리
집표하다	집표	하다
집필하다	집필	하다.
집합 명사	집합	명사
집합론	집합	론
집합범	집합	범
집행하다	집행	하다
집현전	집현	전
집회하다	집회	하다
짓거리	짓	거리
짓궂은	짓궂다	은
짓궂음	짓궂다	음
짓누르다	짓	누르다
징건하다	징건	하다
징검다리	딩검	ᄃᆞ리
징모하다	징모	하다
징벌하다	징벌	하다
징병제	징병	제
징병제도	징병	제도
징세하다	징세	하다
징수하다	징수	하다
징얼거리다	징얼	거리다
징얼대다	징얼	대다
징집하다	징집	하다
징징거리다	징징	거리다
징징대다	징징	대다
짙어지다	짙어	지다
짙은	짙다	은
짙음	짙다	음
짙푸르다	짙다	푸르다
짜그라뜨리다	짜그라	뜨리다
짜그라트리다	짜그라	트리다
짜그락거리다	짜그락	거리다
짜그락대다	짜그락	대다
짜근거리다	짜근	거리다
짜근대다	짜근	대다
짜근덕거리다	짜근덕	거리다
짜근덕대다	짜근덕	대다
짜글거리다	짜글	거리다
짜글대다	짜글	대다
짜금거리다	짜금	거리다
짜금대다	짜금	대다
짜긋거리다	짜긋	거리다
짜긋대다	짜긋	대다
짜깁기	짜깁	기
짜드락거리다	짜드락	거리다
짜드락나다	짜드락	나다
짜드락대다	짜드락	대다
짜들름거리다	짜들름	거리다
짜들름대다	짜들름	대다
짜뜰름거리다	짜뜰름	거리다
짜뜰름대다	짜뜰름	대다
짜락거리다	짜락	거리다
짜락대다	짜락	대다
짜랑거리다	짜랑	거리다
짜랑대다	짜랑	대다
짜르랑거리다	짜르랑	거리다
짜르랑대다	짜르랑	대다
짜르르하다	짜르르	하다
짜르륵거리다	짜르륵	거리다
짜르륵대다	짜르륵	대다
짜박거리다	짜박	거리다
짜박대다	짜박	대다
짜부라뜨리다	짜부라	뜨리다
짜부라트리다	짜부라	트리다
짝수	짝	수
짝신	짝	신
짝씨	짝	씨
짝짓기	짝짓	기
짝짝거리다	짝짝	거리다
짝짝대다	짝짝	대다
짝퉁	1) 가짜 > 짜가 > 짝	퉁, 2) 짝	퉁
짠	짠	ㄴ
짠득거리다	짠득	거리다
짠득대다	짠득	대다
짠득짠득하다	짠득짠득	하다
짠맛	짠	맛
짠물	짠	물
짤가닥거리다	짤가닥	거리다
짤가닥대다	짤가닥	대다
짤가닥짤가닥	짤가닥	짤가닥
짤가당거리다	짤가당	거리다
짤가당대다	짤가당	대다
짤각거리다	짤각	거리다
짤각대다	짤각	대다
짤각이다	짤각	이다
짤각짤각	짤각	짤각
짤각짤각하다	짤각짤각	하다
짤강거리다	짤강	거리다
짤강대다	짤강	대다
짤강이다	짤강	이다
짤강짤강	짤강	짤강
짤강짤강하다	짤강짤강	하다
짤그락거리다	짤그락	거리다
짤그락대다	짤그락	대다
짤그랑거리다	짤그랑	거리다
짤그랑대다	짤그랑	대다
짤까닥거리다	짤까닥	거리다
짤까닥대다	짤까닥	대다
짤까당거리다	짤까당	거리다
짤까당대다	짤까당	대다
짤깍거리다	짤깍	거리다
짤깍대다	짤깍	대다
짤깍이다	짤깍	이다
짤깍짤깍	짤깍	짤깍
짤깍짤깍하다	짤깍짤깍	하다
짤깡거리다	짤깡	거리다
짤깡대다	짤깡	대다
짤깡이다	짤깡	이다
짤깡짤깡하다	짤깡짤깡	하다
짤끔거리다	짤끔	거리다
짤끔대다	짤끔	대다
짤똑거리다	짤똑	거리다
짤똑대다	짤똑	대다
짤똑짤똑	짤똑	짤똑
짤똑하다	짤똑	하다
짤랑거리다	짤랑	거리다
짤랑대다	짤랑	대다
짤랑돈	짤랑	돈
짤록거리다	짤록	거리다
짤록대다	짤록	대다
짤록이다	짤록	이다
짤록짤록	짤록	짤록
짤름거리다	짤름	거리다
짤름대다	짤름	대다
짤쏙거리다	짤쏙	거리다
짤쏙대다	짤쏙	대다
짤줍하다	짤줍	하다
짤짤거리다	짤짤	거리다
짤짤대다	짤짤	대다
짤카닥거리다	짤카닥	거리다
짤카닥대다	짤카닥	대다
짤카당거리다	짤카당	거리다
짤카당대다	짤카당	대다
짤칵거리다	짤칵	거리다
짤칵대다	짤칵	대다
짤칵이다	짤칵	이다
짤캉거리다	짤캉	거리다
짤캉대다	짤캉	대다
짤캉이다	짤캉	이다
짤캉짤캉	짤캉	짤깡
짤캉짤캉하다	짤캉짤캉	하다
짧아지다	짧아)	지다
짧은	짧다	은
짧은거리달리기	짧다 > 짧은	거리	달리기
짧은바늘	짧은	바늘
짧은부리참돌고래	짧은	부리	참돌고래
짧은주로속도빙상	짧은	주로	속도빙상
짧음	짧다	음
짭짭거리다	짭짭	거리다
짭짭대다	짭짭	대다
짱알거리다	짱알	거리다
짱알대다	짱알	대다
짹소리	짹	소리
짹짹	짹	짹
쨍그랑거리다	쨍그랑	거리다
쨍그랑대다	쨍그랑	대다
쨍쨍거리다	쨍쨍	거리다
쨍쨍대다	쨍쨍	대다
쩌금거리다	쩌금	거리다
쩌금대다	쩌금	대다
쩌렁거리다	쩌렁	거리다
쩌렁대다	쩌렁	대다
쩌르렁거리다	쩌르렁	거리다
쩌르렁대다	쩌르렁	대다
쩔거덕거리다	쩔거덕	거리다
쩔거덕대다	쩔거덕	대다
쩔걱거리다	쩔걱	거리다
쩔걱대다	쩔걱	대다
쩔그럭거리다	쩔그럭	거리다
쩔그럭대다	쩔그럭	대다
쩔그렁거리다	쩔그렁	거리다
쩔그렁대다	쩔그렁	대다
쩔뚝거리다	쩔뚝	거리다
쩔뚝대다	쩔뚝	대다
쩔룩대다	쩔룩	대다
쩝쩝거리다	쩝쩝	거리다
쩝쩝대다	쩝쩝	대다
쩡쩡거리다	쩡쩡	거리다
쩡쩡대다	쩡쩡	대다
쩨쩨하다	쩨쩨	하다
쩽그렁거리다	쩽그렁	거리다
쩽그렁대다	쩽그렁	대다
쪼그라들다	쪼그라	들다
쪼그라뜨리다	쪼그라	뜨리다
쪼그라트리다	쪼그라	트리다
쪼르륵거리다	쪼르륵	거리다
쪼르륵대다	쪼르륵	대다
쪼물거리다	쪼물	거리다
쪼물대다	쪼물	대다
쪼뼛거리다	쪼뼛	거리다
쪼뼛대다	쪼뼛	대다
쪼작거리다	쪼작	거리다
쪼작대다	쪼작	대다
쪼잘거리다	쪼잘	거리다
쪼잘대다	쪼잘	대다
쪼크라뜨리다	쪼크라	뜨리다
쪼크라트리다	쪼크라	트리다
쪽무이	쪽	무이
쪽무이그림	쪽무이	그림
쪽문	쪽	문
쪽박	쪽	박
쪽발이	쪽	발	이
쪽배	쪽	배
쪽빛	쪽	빛
쪽잘거리다	쪽잘	거리다
쪽잘대다	쪽잘	대다
쪽지	쪽	지
쪽파	쪽	파
쪽팔리다	쪽	팔리다
쫀득거리다	쫀득	거리다
쫀득대다	쫀득	대다
쫀득이	쫀득	이
쫄깃하다	쫄깃	하다
쫄끔거리다	쫄끔	거리다
쫄끔대다	쫄끔	대다
쫄랑거리다	쫄랑	거리다
쫄랑대다	쫄랑	대다
쫄면	쫄	면.
쫄쫄거리다	쫄쫄	거리다
쫄쫄대다	쫄쫄	대다
쫑알거리다	쫑알	거리다
쫑알대다	쫑알	대다
쫓아가다	쫓다	가다
쫓아내다	쫓아	내다
쫓아다니다	쫓다 > 쫓아	다니다
쫓아오다	쫓다	오다
쭈그러뜨리다	쭈그러	뜨리다
쭈그러트리다	쭈그러	트리다
쭈르륵거리다	쭈르륵	거리다
쭈르륵대다	쭈르륵	대다
쭈물거리다	쭈물	거리다
쭈물대다	쭈물	대다
쭈뼛거리다	쭈뼛	거리다
쭈뼛대다	쭈뼛	대다
쭈절거리다	쭈절	거리다
쭈절대다	쭈절	대다
쭐렁거리다	쭐렁	거리다
쭐렁대다	쭐렁	대다
쭝긋거리다	쭝긋	거리다
쭝긋대다	쭝긋	대다
쭝얼거리다	쭝얼	거리다
쭝얼대다	쭝얼	대다
쭝절거리다	쭝절	거리다
쭝절대다	쭝절	대다
쯔루가 시	일본어 敦賀市 > 쯔루가	시
찌걱거리다	찌걱	거리다
찌걱대다	찌걱	대다
찌그러뜨리다	찌그러	뜨리다
찌그러트리다	찌그러	트리다
찌그럭거리다	찌그럭	거리다
찌그럭대다	찌그럭	대다
찌근거리다	찌근	거리다
찌근대다	찌근	대다
찌근덕거리다	찌근덕	거리다
찌근덕대다	찌근덕	대다
찌글거리다	찌글	거리다
찌글대다	찌글	대다
찌긋거리다	찌긋	거리다
찌긋대다	찌긋	대다
찌꺼기	찌끼	—어기
찌꺽거리다	찌꺽	거리다
찌꺽대다	찌꺽	대다
찌끈찌끈하다	찌끈찌끈	하다
찌드럭거리다	찌드럭	거리다
찌드럭대다	찌드럭	대다
찌들름거리다	찌들름	거리다
찌들름대다	찌들름	대다
찌뜰름거리다	찌뜰름	거리다
찌뜰름대다	찌뜰름	대다
찌르륵거리다	찌르륵	거리다
찌르륵대다	찌르륵	대다
찌르릉거리다	찌르릉	거리다
찌르릉대다	찌르릉	대다
찌릿하다	찌릿	하다
찌부러뜨리다	찌부러	뜨리다
찌부러트리다	찌부러	트리다
찌뻑거리다	찌뻑	거리다
찌뻑대다	찌뻑	대다
찌아찌아어	^찌아찌아	어
찌지직거리다	찌지직	거리다
찌지직대다	찌지직	대다
찍먹파	찍먹	파
찍신	찍	신
찍찍	찍	찍
찍찍거리다	찍찍	거리다
찍찍대다	찍찍	대다
찍찍이	찍찍	이
찐득거리다	찐득	거리다
찐득대다	찐득	대다
찐빵	찐	빵
찔쑥하다	찔쑥	하다
찜솥	찜	솥
찜질방	찜질	방
찝쩍대다	찝쩍	대다
찡그러뜨리다	찡그러	뜨리다
찡그러트리다	찡그러	트리다
찡긋거리다	찡긋	거리다
찡긋대다	찡긋	대다
찡끗거리다	찡끗	거리다
찡끗대다	찡끗	대다
찡끗찡끗하다	찡끗찡끗	하다
찡얼거리다	찡얼	거리다
찡얼대다	찡얼	대다
찡찡거리다	찡찡	거리다
찡찡대다	찡찡	대다
차 열쇠	차	열쇠
차 키	차	키
차감하다	한자 差減.	하다
차굴	차	굴
차근거리다	차근	거리다
차근대다	차근	대다
차근덕거리다	차근덕	거리다
차근덕대다	차근덕	대다
차깔하다	차깔	하다
차끈차끈	차끈	차끈
차넣기	차다 > 차	넣기
차닥거리다	차닥	거리다
차닥대다	차닥	대다
차닥이다	차닥	이다
차돌박이	차돌	박이
차락거리다	차락	거리다
차락대다	차락	대다
차랑거리다	차랑	거리다
차랑대다	차랑	대다
차렵저고리	차렵	저고리
차례셈씨	차례	셈	씨
차르랑거리다	차르랑	거리다
차르랑대다	차르랑	대다
차림새	차림	새
차림표	차림	표
차마당	차	마당
차머리	한자 車.	머리
차용금	차용	금
차용어	차용	어
차이점	차이	점
차일피일하다	차일피일	하다
차입하다	차입	하다
차전놀이	한자 車戰.	놀이
차조	차	조
차지하다	차지	하다
차차로	차차	로
차출하다	차출	하다
착각되다	착각	되다
착각하다	착각	하다
착륙하다	착륙	하다
착살스럽다	착살	스럽다
착살하다	착살	하다
착암기	착암	기
착용하다	착용	하다
착잡하다	착잡	하다
착지하다	착지	하다
착하다	착	하다
찬거리	찬	거리
찬국	찬	국
찬넬동자개	channel	동자개
찬동하다	찬동	하다
찬란히	찬란	히
찬물	찬	물
찬미하다	찬미	하다
찬바람	찬	바람
찬불하다	찬불	하다
찬성하다	찬성	하다
찬송하다	찬송	하다
찬수하다	찬수	하다
찬양하다	찬양	하다
찬조하다	찬조	하다
찬하다	찬	하다
찰가닥거리다	찰가닥	거리다
찰가닥대다	찰가닥	대다
찰가당거리다	찰가당	거리다
찰가당대다	찰가당	대다
찰각거리다	찰각	거리다
찰각대다	찰각	대다
찰각이다	찰각	이다
찰각찰각	찰각	찰각
찰각찰각하다	찰각찰각	하다
찰강거리다	찰강	거리다
찰강대다	찰강	대다
찰강이다	찰강	이다
찰강찰강	찰강	찰강
찰강찰강하다	찰강찰강	하다
찰그랑거리다	찰그랑	거리다
찰그랑대다	찰그랑	대다
찰까닥거리다	찰까닥	거리다
찰까닥대다	찰까닥	대다
찰까당거리다	찰까당	거리다
찰까당대다	찰까당	대다
찰깍거리다	찰깍	거리다
찰깍대다	찰깍	대다
찰깍이다	찰깍	이다
찰깍찰깍하다	찰깍찰깍	하다
찰깡거리다	찰깡	거리다
